Latitude,Longitude,Time,Water Difference
45.4125169821,-95.0899205337,200304,1.4127659574469362
45.4126913642,-94.9270066251,200304,5.847321428571149
45.4214552423,-94.0878466433,200304,0.9519148936169586
45.424247019,-94.7022716432,200304,3.211063829787236
45.4284264805,-94.3228400617,200304,1.002127659574171
45.4637403517,-95.0945122115,200304,0.1197872340426329
45.4640255278,-94.5053774724,200304,0.6440425531914116
45.4761857219,-94.3725374478,200304,1.323333333333494
45.4771689186,-95.1257554582,200304,1.3910416666665242
45.4771693947,-95.1257298868,200304,11.090192307692178
45.4787032317,-94.3847025917,200304,2.1870833333332484
45.483977134,-94.1512769488,200304,1.9160416666666151
45.4948724836,-95.0293949533,200304,14.036122448979768
45.4948994701,-95.029395923,200304,0.9424489795924272
45.4956249218,-95.029601175,200304,14.424468085106582
45.4956802626,-94.9552418449,200304,1.36525000000006
45.4956894775,-94.9552293651,200304,9.74613636363597
45.5022863074,-95.0138145699,200304,3.69142857142856
45.532183461,-94.0682972366,200304,1.878596491228336
45.5330029349,-94.210806024,200304,-0.6708333333333485
45.5738100489,-94.2512473429,200304,4.596595744680371
45.6597240459,-94.8197218181,200304,0.3472340425537368
45.6847655454,-94.2178902134,200304,2.755833333333385
45.6873174214,-94.1883951867,200304,0.4718367346938521
45.6873265539,-94.1883825377,200304,-0.2840816326528284
45.7047160385,-94.9242875068,200304,-0.0993617021276804
45.7201049939,-94.1955408471,200304,2.471176470588034
45.724589201,-94.2334697464,200304,-1.0452173913040497
45.7295981234,-94.4794412701,200304,-1.2781250000002728
45.7442807369,-95.0879360504,200304,0.7463829787236591
45.7791501612,-94.1588549668,200304,0.2152941176470904
45.7823547578,-94.2476974423,200304,5.026274509803216
45.7837061038,-94.2434565612,200304,6.369999999999891
45.7863647573,-94.3193815656,200304,0.424418604650782
45.3229661264,-94.2778163512,200305,1.102083333333212
45.3252798702,-94.2721389881,200305,0.9985416666665968
45.3252801544,-94.2721134739,200305,1.2447916666667425
45.330519226,-95.0089027797,200305,0.9770175438595744
45.3305282218,-95.0089030978,200305,0.3651785714289417
45.3319880842,-94.2824093192,200305,1.1549999999997451
45.3320330799,-94.2824103349,200305,1.132291666666788
45.3346602551,-94.2663889684,200305,1.786444444444669
45.3462894813,-94.8418422696,200305,1.6425000000001546
45.3490043101,-94.9504643597,200305,1.3415016835015197
45.3498467893,-94.2614042791,200305,1.2772916666667695
45.350934663,-94.988841886,200305,-1.547500000000127
45.3574749786,-95.0080820651,200305,4.141818181818053
45.3630942518,-94.2922289623,200305,0.8368749999999636
45.3807685326,-94.918692066,200305,0.7809090909090628
45.3832634081,-95.0345548353,200305,1.338329081632537
45.3987887795,-94.247326822,200305,-0.1072916666666969
45.4038380981,-95.0082551315,200305,1.3419298245614757
45.4066420184,-94.8402763285,200305,5.958035714285416
45.4125169821,-95.0899205337,200305,1.682765957446918
45.4126913642,-94.9270066251,200305,6.347321428571149
45.4214552423,-94.0878466433,200305,1.1019148936170495
45.424247019,-94.7022716432,200305,2.171063829787272
45.4284264805,-94.3228400617,200305,0.7221276595741983
45.4637403517,-95.0945122115,200305,0.2997872340426966
45.4640255278,-94.5053774724,200305,0.594042553191457
45.4761857219,-94.3725374478,200305,1.0533333333335122
45.4771689186,-95.1257554582,200305,1.671041666666497
45.4771693947,-95.1257298868,200305,9.040192307692225
45.4787032317,-94.3847025917,200305,1.4470833333332394
45.483977134,-94.1512769488,200305,2.3860416666665287
45.4948724836,-95.0293949533,200305,14.606122448979932
45.4948994701,-95.029395923,200305,1.372448979592491
45.4956249218,-95.029601175,200305,15.074468085106446
45.4956802626,-94.9552418449,200305,1.525250000000142
45.4956894775,-94.9552293651,200305,9.796136363635924
45.532183461,-94.0682972366,200305,2.7985964912282952
45.5330029349,-94.210806024,200305,0.4591666666667606
45.5738100489,-94.2512473429,200305,4.6865957446802895
45.6597240459,-94.8197218181,200305,0.6272340425537095
45.6873174214,-94.1883951867,200305,0.3418367346938566
45.6873265539,-94.1883825377,200305,-0.254081632652742
45.7047160385,-94.9242875068,200305,-0.189361702127826
45.7201049939,-94.1955408471,200305,2.1911764705880614
45.724589201,-94.2334697464,200305,1.7147826086959412
45.7295981234,-94.4794412701,200305,-0.0981250000002091
45.7442807369,-95.0879360504,200305,1.0263829787236318
45.7791501612,-94.1588549668,200305,1.4852941176470722
45.7823547578,-94.2476974423,200305,4.71627450980327
45.7863647573,-94.3193815656,200305,0.7244186046507366
45.3229661264,-94.2778163512,200307,1.5220833333330577
45.3252798702,-94.2721389881,200307,1.2285416666666151
45.3252801544,-94.2721134739,200307,1.2147916666667695
45.330519226,-95.0089027797,200307,-1.0229824561404255
45.3305282218,-95.0089030978,200307,-1.1348214285710585
45.3319880842,-94.2824093192,200307,1.3849999999997635
45.3320330799,-94.2824103349,200307,1.3522916666665878
45.3462894813,-94.8418422696,200307,1.6425000000001546
45.3490043101,-94.9504643597,200307,-0.4584983164984351
45.3498467893,-94.2614042791,200307,1.5672916666667334
45.350934663,-94.988841886,200307,-1.447499999999991
45.3574749786,-95.0080820651,200307,0.5418181818179164
45.3630942518,-94.2922289623,200307,0.6568750000001273
45.3807685326,-94.918692066,200307,0.7809090909090628
45.3832634081,-95.0345548353,200307,0.7383290816325143
45.3987887795,-94.247326822,200307,1.1127083333333303
45.4038380981,-95.0082551315,200307,-0.6580701754385245
45.4066420184,-94.8402763285,200307,0.8580357142855064
45.4125169821,-95.0899205337,200307,0.4377659574470272
45.4126913642,-94.9270066251,200307,-2.0526785714287143
45.4214552423,-94.0878466433,200307,-0.0080851063829641
45.424247019,-94.7022716432,200307,2.3810638297873084
45.4284264805,-94.3228400617,200307,0.3721276595742893
45.4637403517,-95.0945122115,200307,-0.0802127659571851
45.4640255278,-94.5053774724,200307,0.4640425531913479
45.4761857219,-94.3725374478,200307,1.3533333333334667
45.4771689186,-95.1257554582,200307,1.4310416666664878
45.4787032317,-94.3847025917,200307,1.747083333333194
45.483977134,-94.1512769488,200307,2.606041666666556
45.4948994701,-95.029395923,200307,0.732448979592391
45.4956802626,-94.9552418449,200307,-0.1847499999998945
45.4956894775,-94.9552293651,200307,-17.48386363636405
45.532183461,-94.0682972366,200307,1.228596491228359
45.5330029349,-94.210806024,200307,0.9591666666667606
45.5738100489,-94.2512473429,200307,4.8365957446803804
45.6597240459,-94.8197218181,200307,-0.2127659574462086
45.6873174214,-94.1883951867,200307,-0.9281632653061253
45.6873265539,-94.1883825377,200307,0.1959183673471898
45.7047160385,-94.9242875068,200307,-0.0193617021277532
45.7201049939,-94.1955408471,200307,3.5611764705879523
45.724589201,-94.2334697464,200307,2.944782608695732
45.7295981234,-94.4794412701,200307,0.4118749999997817
45.7442807369,-95.0879360504,200307,0.4163829787235045
45.7791501612,-94.1588549668,200307,2.335294117646981
45.7823547578,-94.2476974423,200307,4.596274509803379
45.7863647573,-94.3193815656,200307,0.8544186046508457
45.3229661264,-94.2778163512,200308,1.1920833333331302
45.3252798702,-94.2721389881,200308,0.9985416666665968
45.3252801544,-94.2721134739,200308,0.794791666666697
45.330519226,-95.0089027797,200308,-1.6229824561403348
45.3305282218,-95.0089030978,200308,-1.4348214285710128
45.3319880842,-94.2824093192,200308,0.5649999999998272
45.3320330799,-94.2824103349,200308,0.5122916666666697
45.3462894813,-94.8418422696,200308,1.5425000000002456
45.3490043101,-94.9504643597,200308,-0.3584983164984124
45.3498467893,-94.2614042791,200308,1.5872916666667152
45.350934663,-94.988841886,200308,-1.447499999999991
45.3574749786,-95.0080820651,200308,0.5418181818179164
45.3630942518,-94.2922289623,200308,1.0168750000000273
45.3807685326,-94.918692066,200308,1.3809090909089718
45.3832634081,-95.0345548353,200308,0.13832908163260527
45.3987887795,-94.247326822,200308,0.792708333333394
45.4038380981,-95.0082551315,200308,-1.1580701754385243
45.4066420184,-94.8402763285,200308,0.2580357142855973
45.4125169821,-95.0899205337,200308,-0.972234042552941
45.4126913642,-94.9270066251,200308,-0.7526785714287598
45.4214552423,-94.0878466433,200308,0.1819148936169767
45.424247019,-94.7022716432,200308,1.5610638297871446
45.4284264805,-94.3228400617,200308,-0.3078723404257744
45.4423444506,-94.2491175234,200308,0.5383333333331848
45.4637403517,-95.0945122115,200308,-0.390212765957358
45.4640255278,-94.5053774724,200308,-0.0659574468086248
45.4761857219,-94.3725374478,200308,0.4433333333333848
45.4771689186,-95.1257554582,200308,0.3910416666665242
45.4787032317,-94.3847025917,200308,1.0070833333331848
45.483977134,-94.1512769488,200308,2.4660416666665697
45.4948994701,-95.029395923,200308,-0.3075510204075726
45.4956802626,-94.9552418449,200308,-1.4047499999999218
45.532183461,-94.0682972366,200308,-0.5714035087717093
45.5330029349,-94.210806024,200308,0.7291666666667425
45.5738100489,-94.2512473429,200308,4.846595744680371
45.6597240459,-94.8197218181,200308,-0.7627659574461632
45.6873174214,-94.1883951867,200308,-1.2181632653060888
45.6873265539,-94.1883825377,200308,0.4359183673471989
45.7047160385,-94.9242875068,200308,-0.0693617021277077
45.7201049939,-94.1955408471,200308,2.501176470588007
45.724589201,-94.2334697464,200308,2.724782608695932
45.7295981234,-94.4794412701,200308,-0.2381250000003092
45.7442807369,-95.0879360504,200308,-0.49361702127635
45.7791501612,-94.1588549668,200308,1.3752941176471722
45.7823547578,-94.2476974423,200308,4.636274509803343
45.7863647573,-94.3193815656,200308,0.5844186046508639
45.3229661264,-94.2778163512,200309,0.7920833333332666
45.3252798702,-94.2721389881,200309,0.8085416666665424
45.3252801544,-94.2721134739,200309,0.6547916666665969
45.330519226,-95.0089027797,200309,-0.2229824561404711
45.3305282218,-95.0089030978,200309,-0.0348214285709218
45.3319880842,-94.2824093192,200309,0.6549999999997453
45.3320330799,-94.2824103349,200309,0.7022916666667243
45.3462894813,-94.8418422696,200309,0.5425000000002456
45.3490043101,-94.9504643597,200309,-0.2584983164983896
45.3498467893,-94.2614042791,200309,2.507291666666788
45.350934663,-94.988841886,200309,-1.447499999999991
45.3574749786,-95.0080820651,200309,0.4418181818180073
45.3630942518,-94.2922289623,200309,0.4768750000000636
45.3807685326,-94.918692066,200309,1.3809090909089718
45.3832634081,-95.0345548353,200309,-0.16167091836746295
45.3987887795,-94.247326822,200309,0.4227083333332757
45.4038380981,-95.0082551315,200309,-1.35807017543857
45.4066420184,-94.8402763285,200309,0.0580357142855518
45.4125169821,-95.0899205337,200309,-0.6722340425529865
45.4126913642,-94.9270066251,200309,0.5473214285711947
45.4214552423,-94.0878466433,200309,0.151914893617004
45.424247019,-94.7022716432,200309,0.6610638297872811
45.4284264805,-94.3228400617,200309,-0.4678723404256288
45.4423444506,-94.2491175234,200309,-0.0116666666667697
45.4637403517,-95.0945122115,200309,-0.5702127659571943
45.4640255278,-94.5053774724,200309,-0.4959574468084611
45.4761857219,-94.3725374478,200309,-0.1566666666665241
45.4771693947,-95.1257298868,200309,11.240192307692269
45.4787032317,-94.3847025917,200309,0.7570833333331848
45.483977134,-94.1512769488,200309,1.9960416666665424
45.4948724836,-95.0293949533,200309,8.496122448979804
45.4948994701,-95.029395923,200309,-0.8675510204075181
45.4956249218,-95.029601175,200309,8.294468085106473
45.4956894775,-94.9552293651,200309,1.4461363636360147
45.532183461,-94.0682972366,200309,-0.9514035087717048
45.5330029349,-94.210806024,200309,0.4691666666667515
45.5738100489,-94.2512473429,200309,4.71659574468049
45.6597240459,-94.8197218181,200309,-0.912765957446254
45.6873174214,-94.1883951867,200309,-0.2281632653060796
45.6873265539,-94.1883825377,200309,-0.2140816326527783
45.7047160385,-94.9242875068,200309,-0.1493617021278623
45.7201049939,-94.1955408471,200309,2.5611764705879523
45.7295981234,-94.4794412701,200309,-0.8881250000001728
45.7442807369,-95.0879360504,200309,-0.8336170212764955
45.7791501612,-94.1588549668,200309,0.3352941176469812
45.7823547578,-94.2476974423,200309,4.746274509803243
45.7863647573,-94.3193815656,200309,0.2144186046507457
45.3229661264,-94.2778163512,200310,0.6220833333331939
45.3252798702,-94.2721389881,200310,0.5685416666665333
45.3252801544,-94.2721134739,200310,0.434791666666797
45.330519226,-95.0089027797,200310,-0.2229824561404711
45.3305282218,-95.0089030978,200310,-0.0348214285709218
45.3319880842,-94.2824093192,200310,0.5349999999998545
45.3320330799,-94.2824103349,200310,0.4722916666667061
45.3452424489,-94.2667015191,200310,-0.7258333333331848
45.3462894813,-94.8418422696,200310,-0.1574999999997999
45.3490043101,-94.9504643597,200310,-0.9084983164983669
45.3498467893,-94.2614042791,200310,1.5572916666667425
45.350934663,-94.988841886,200310,-1.447499999999991
45.3574749786,-95.0080820651,200310,0.4418181818180073
45.3630942518,-94.2922289623,200310,0.5068750000000364
45.3807685326,-94.918692066,200310,-0.6190909090910282
45.3832634081,-95.0345548353,200310,0.23832908163251426
45.3987887795,-94.247326822,200310,0.3627083333333303
45.4038380981,-95.0082551315,200310,-1.5580701754386157
45.4066420184,-94.8402763285,200310,-2.241964285714402
45.4125169821,-95.0899205337,200310,-0.3072340425529773
45.4126913642,-94.9270066251,200310,3.5473214285711947
45.4214552423,-94.0878466433,200310,0.1219148936170313
45.424247019,-94.7022716432,200310,0.1110638297873265
45.4284264805,-94.3228400617,200310,-0.4578723404256379
45.4423444506,-94.2491175234,200310,-0.341666666666697
45.4637403517,-95.0945122115,200310,-0.6202127659573762
45.4640255278,-94.5053774724,200310,-0.5359574468086521
45.4761857219,-94.3725374478,200310,-0.2366666666666788
45.4771689186,-95.1257554582,200310,-0.3689583333334667
45.4771693947,-95.1257298868,200310,6.89019230769236
45.4787032317,-94.3847025917,200310,0.5270833333331666
45.483977134,-94.1512769488,200310,0.4460416666665878
45.4948724836,-95.0293949533,200310,11.266122448979786
45.4948994701,-95.029395923,200310,-0.1075510204075271
45.4956894775,-94.9552293651,200310,6.476136363635987
45.5022863074,-95.0138145699,200310,1.2714285714287143
45.532183461,-94.0682972366,200310,-1.771403508771641
45.5330029349,-94.210806024,200310,0.0891666666666424
45.5738100489,-94.2512473429,200310,4.596595744680371
45.6597240459,-94.8197218181,200310,-1.0027659574461725
45.6847655454,-94.2178902134,200310,1.4758333333334122
45.6873174214,-94.1883951867,200310,0.5418367346939021
45.6873265539,-94.1883825377,200310,0.5359183673472216
45.7047160385,-94.9242875068,200310,-0.2593617021277623
45.7201049939,-94.1955408471,200310,2.4111764705880887
45.7295981234,-94.4794412701,200310,-4.2481250000003
45.7442807369,-95.0879360504,200310,-0.9236170212764137
45.7791501612,-94.1588549668,200310,0.2952941176470176
45.7823547578,-94.2476974423,200310,2.976274509803261
45.7837061038,-94.2434565612,200310,4.889999999999873
45.7863647573,-94.3193815656,200310,0.0644186046506547
45.3229661264,-94.2778163512,200311,0.462083333333112
45.3252798702,-94.2721389881,200311,0.3785416666667061
45.3252801544,-94.2721134739,200311,0.394791666666606
45.330519226,-95.0089027797,200311,-0.1229824561403347
45.3305282218,-95.0089030978,200311,-0.3348214285708764
45.3319880842,-94.2824093192,200311,-0.3850000000002183
45.3320330799,-94.2824103349,200311,0.3822916666667879
45.3462894813,-94.8418422696,200311,0.242500000000291
45.3490043101,-94.9504643597,200311,-0.10849831649841235
45.3498467893,-94.2614042791,200311,1.5272916666667695
45.350934663,-94.988841886,200311,-1.6475000000000364
45.3574749786,-95.0080820651,200311,0.6418181818180528
45.3630942518,-94.2922289623,200311,0.4068750000001273
45.3807685326,-94.918692066,200311,0.4809090909091082
45.3832634081,-95.0345548353,200311,0.33832908163253705
45.3987887795,-94.247326822,200311,0.2427083333334394
45.4038380981,-95.0082551315,200311,-1.258070175438661
45.4066420184,-94.8402763285,200311,-0.5419642857145845
45.4125169821,-95.0899205337,200311,-0.15723404255300016
45.4126913642,-94.9270066251,200311,4.047321428571195
45.4214552423,-94.0878466433,200311,0.081914893616954
45.424247019,-94.7022716432,200311,-0.328936170212728
45.4284264805,-94.3228400617,200311,-0.4078723404256834
45.4423444506,-94.2491175234,200311,-1.1716666666668516
45.4637403517,-95.0945122115,200311,-0.6102127659573853
45.4640255278,-94.5053774724,200311,-0.4559574468084975
45.4761857219,-94.3725374478,200311,-0.2666666666666515
45.4771689186,-95.1257554582,200311,-0.3289583333335031
45.4771693947,-95.1257298868,200311,8.480192307692278
45.4787032317,-94.3847025917,200311,0.3370833333333394
45.483977134,-94.1512769488,200311,-0.3239583333333939
45.4948724836,-95.0293949533,200311,11.82612244897996
45.4948994701,-95.029395923,200311,-1.1875510204076818
45.4956249218,-95.029601175,200311,11.64446808510661
45.4956894775,-94.9552293651,200311,6.586136363635887
45.532183461,-94.0682972366,200311,-1.7514035087716593
45.5330029349,-94.210806024,200311,-0.7908333333332394
45.5738100489,-94.2512473429,200311,4.286595744680426
45.6597240459,-94.8197218181,200311,-0.9527659574462176
45.6873174214,-94.1883951867,200311,0.4218367346938976
45.6873265539,-94.1883825377,200311,0.1659183673472171
45.7047160385,-94.9242875068,200311,-0.3793617021276532
45.7201049939,-94.1955408471,200311,3.4311764705880705
45.7295981234,-94.4794412701,200311,-1.3481250000002092
45.7442807369,-95.0879360504,200311,-0.8736170212764591
45.7791501612,-94.1588549668,200311,-0.1147058823528368
45.7823547578,-94.2476974423,200311,4.796274509803197
45.7863647573,-94.3193815656,200311,-0.2255813953493088
45.330519226,-95.0089027797,200312,-0.0229824561404257
45.3305282218,-95.0089030978,200312,-0.4348214285710128
45.3462894813,-94.8418422696,200312,-0.0574999999996634
45.3490043101,-94.9504643597,200312,0.04150168350156491
45.350934663,-94.988841886,200312,-1.6475000000000364
45.3574749786,-95.0080820651,200312,0.4418181818180073
45.3807685326,-94.918692066,200312,0.2809090909090628
45.3832634081,-95.0345548353,200312,0.23832908163251426
45.4038380981,-95.0082551315,200312,-1.9580701754387064
45.4066420184,-94.8402763285,200312,-0.5419642857145845
45.4126913642,-94.9270066251,200312,3.847321428571149
45.4956249218,-95.029601175,200312,12.354468085106646
45.532183461,-94.0682972366,200312,-1.871403508771664
45.6873174214,-94.1883951867,200312,1.1918367346938794
45.6873265539,-94.1883825377,200312,0.4159183673472171
45.7201049939,-94.1955408471,200312,1.7911764705879705
45.7791501612,-94.1588549668,200312,-0.1347058823528186
45.7823547578,-94.2476974423,200312,4.46627450980327
45.2702845857,-95.0396785913,200401,7.977702702702572
45.2702845857,-95.0396785913,200403,9.077702702702481
45.3229661264,-94.2778163512,200403,0.212083333333112
45.3252798702,-94.2721389881,200403,-0.0414583333333666
45.3252801544,-94.2721134739,200403,-0.5452083333332212
45.330519226,-95.0089027797,200403,0.6770175438596198
45.3305282218,-95.0089030978,200403,-0.8348214285708764
45.3319880842,-94.2824093192,200403,0.3949999999997544
45.3320330799,-94.2824103349,200403,0.3422916666665969
45.3462894813,-94.8418422696,200403,-0.247499999999718
45.3490043101,-94.9504643597,200403,1.7915016835015651
45.3498467893,-94.2614042791,200403,1.237291666666806
45.350934663,-94.988841886,200403,-1.447499999999991
45.3574749786,-95.0080820651,200403,-0.2181818181820745
45.3630942518,-94.2922289623,200403,-0.1631250000000363
45.3807685326,-94.918692066,200403,0.3909090909089627
45.3832634081,-95.0345548353,200403,0.13832908163260527
45.3987887795,-94.247326822,200403,-0.2872916666665333
45.4038380981,-95.0082551315,200403,-0.6680701754387428
45.4066420184,-94.8402763285,200403,-0.6219642857145118
45.4125169821,-95.0899205337,200403,0.16776595744693165
45.4126913642,-94.9270066251,200403,4.847321428571149
45.4214552423,-94.0878466433,200403,-0.0580851063830323
45.424247019,-94.7022716432,200403,-1.7789361702127735
45.4284264805,-94.3228400617,200403,0.2321276595741892
45.4423444506,-94.2491175234,200403,-0.7916666666667425
45.4637403517,-95.0945122115,200403,-0.2002127659573034
45.4640255278,-94.5053774724,200403,-0.0759574468086157
45.4761857219,-94.3725374478,200403,0.1933333333333848
45.4771689186,-95.1257554582,200403,-0.3189583333335122
45.4771693947,-95.1257298868,200403,9.790192307692225
45.4787032317,-94.3847025917,200403,0.9470833333332394
45.483977134,-94.1512769488,200403,-1.6839583333334076
45.4948724836,-95.0293949533,200403,12.29612244897976
45.4948994701,-95.029395923,200403,-1.257551020407618
45.4956249218,-95.029601175,200403,12.7644680851065
45.532183461,-94.0682972366,200403,-1.7214035087716866
45.5330029349,-94.210806024,200403,0.6191666666666151
45.5738100489,-94.2512473429,200403,2.9265957446802986
45.6597240459,-94.8197218181,200403,-0.4927659574461813
45.6873174214,-94.1883951867,200403,0.3118367346938839
45.6873265539,-94.1883825377,200403,-0.4540816326527874
45.7047160385,-94.9242875068,200403,-0.8193617021277078
45.7201049939,-94.1955408471,200403,0.5411764705879705
45.7295981234,-94.4794412701,200403,-0.8781250000001819
45.7442807369,-95.0879360504,200403,-0.4836170212763591
45.7791501612,-94.1588549668,200403,-0.494705882352946
45.7823547578,-94.2476974423,200403,3.0462745098031974
45.2702845857,-95.0396785913,200404,4.227702702702459
45.3229661264,-94.2778163512,200404,0.4920833333330847
45.3252798702,-94.2721389881,200404,-0.1214583333332939
45.3252801544,-94.2721134739,200404,0.2847916666667061
45.330519226,-95.0089027797,200404,0.5870175438597016
45.3305282218,-95.0089030978,200404,-0.8348214285708764
45.3319880842,-94.2824093192,200404,0.2649999999998726
45.3320330799,-94.2824103349,200404,0.2122916666667151
45.3452424489,-94.2667015191,200404,-0.9858333333331756
45.3462894813,-94.8418422696,200404,-0.1674999999997908
45.3490043101,-94.9504643597,200404,0.406501683501574
45.3498467893,-94.2614042791,200404,1.1572916666666515
45.350934663,-94.988841886,200404,-1.4674999999999727
45.3574749786,-95.0080820651,200404,-0.4881818181820563
45.3630942518,-94.2922289623,200404,-0.0031249999999545
45.3807685326,-94.918692066,200404,-0.2190909090909372
45.3832634081,-95.0345548353,200404,-0.33167091836742196
45.3987887795,-94.247326822,200404,-0.2472916666665696
45.4038380981,-95.0082551315,200404,-0.6480701754385336
45.4066420184,-94.8402763285,200404,-0.091964285714539
45.4125169821,-95.0899205337,200404,0.31776595744702263
45.4126913642,-94.9270066251,200404,4.547321428571195
45.4214552423,-94.0878466433,200404,-0.0080851063829641
45.424247019,-94.7022716432,200404,-1.9289361702128645
45.4284264805,-94.3228400617,200404,0.3221276595743347
45.4423444506,-94.2491175234,200404,-0.4416666666668334
45.4637403517,-95.0945122115,200404,-0.4602127659572943
45.4640255278,-94.5053774724,200404,-0.2359574468084702
45.4761857219,-94.3725374478,200404,0.0833333333334849
45.4771689186,-95.1257554582,200404,-0.2089583333333848
45.4771693947,-95.1257298868,200404,9.680192307692325
45.4787032317,-94.3847025917,200404,0.127083333333303
45.483977134,-94.1512769488,200404,-1.7239583333333712
45.4948724836,-95.0293949533,200404,12.506122448979797
45.4948994701,-95.029395923,200404,-1.0575510204075729
45.4956249218,-95.029601175,200404,12.914468085106591
45.4956802626,-94.9552418449,200404,-0.6047499999997399
45.4956894775,-94.9552293651,200404,7.626136363636078
45.5022863074,-95.0138145699,200404,1.801428571428687
45.532183461,-94.0682972366,200404,-1.071403508771709
45.5330029349,-94.210806024,200404,-1.8308333333334303
45.5738100489,-94.2512473429,200404,2.916595744680308
45.6597240459,-94.8197218181,200404,-0.3927659574462723
45.6847655454,-94.2178902134,200404,0.7158333333334213
45.7047160385,-94.9242875068,200404,-1.1193617021276625
45.724589201,-94.2334697464,200404,-0.1352173913041952
45.7295981234,-94.4794412701,200404,-1.0981250000002092
45.7442807369,-95.0879360504,200404,-0.1036170212764773
45.7863647573,-94.3193815656,200404,0.7544186046507093
45.2702845857,-95.0396785913,200405,-5.87229729729745
45.330519226,-95.0089027797,200405,-0.0629824561403893
45.3305282218,-95.0089030978,200405,-1.2148214285709855
45.3462894813,-94.8418422696,200405,-1.4174999999997908
45.3490043101,-94.9504643597,200405,0.33150168350152853
45.350934663,-94.988841886,200405,-1.5375000000001364
45.3574749786,-95.0080820651,200405,-0.5281818181820199
45.3807685326,-94.918692066,200405,-0.3490909090908189
45.3832634081,-95.0345548353,200405,-0.5116709183674857
45.4038380981,-95.0082551315,200405,-0.5780701754385973
45.4066420184,-94.8402763285,200405,-1.21196428571443
